SERVICE,CPT CODE,SURG_NAME,QUANTITY,ORCC,TRAYS,,,,SERVICE,CPT CODE,SURG_NAME,QUANTITY,ORCC,TRAYS,,,,,,,
,,,,,,,,,ENT,20900,20900 REMOVAL OF BONE FOR GRAFT,1,22222,,,,,,,,
,,,,,,,,,ENT,21082,21082 PREPARE FACE/ORAL PROSTHESIS,1,22222,,,,,,,,
,,,,,,,,,ENT,31225,31225 REMOVAL OF UPPER JAW,1,22222,,,,,,,,
,,,,,,,,,ENT,31899,31899 AIRWAYS SURGICAL PROCEDURE,1,22222,,,,,,,,
,,,,,,,,,ENT,37600,37600 LIGATION OF NECK ARTERY,1,22222,,,,,,,,
,,,,,,,,,ENT,42120,42120 REMOVE PALATE/LESION,1,22222,,,,,,,,
,,,,,,,,,ENT,42145,42145 REPAIR PALATE PHARYNX/UVULA,2,22222,,,,,,,,
,,,,,,,,,ENT,42330,42330 REMOVAL OF SALIVARY STONE,1,22222,,,,,,,,
,,,,,,,,,ENT,42335,42335 REMOVAL OF SALIVARY STONE,1,22222,,,,,,,,
,,,,,,,,,ENT,42650,42650 DILATION OF SALIVARY DUCT,1,22222,,,,,,,,
,,,,,,,,,ENT,42665,42665 LIGATION OF SALIVARY DUCT,1,22222,,,,,,,,
,,,,,,,,,ENT,42699,42699 SALIVARY SURGERY PROCEDURE,1,22222,,,,,,,,
,,,,,,,,,ENT,42821,42821 REMOVE TONSILS AND ADENOIDS,2,22222,,,,,,,,
,,,,,,,,,ENT,42826,42826 REMOVAL OF TONSILS,7,22222,,,,,,,,
,,,,,,,,,ENT,42999,42999 THROAT SURGERY PROCEDURE,2,22222,,,,,,,,
,,,,,,,,,ENT,43030,43030 THROAT MUSCLE SURGERY,1,22222,,,,,,,,
,,,,,,,,,ENT,43214,43214 ESOPHAGOSC DILATE BALLOON 30,1,22222,,,,,,,,
,,,,,,,,,ENT,43235,43235 EGD DIAGNOSTIC BRUSH WASH,1,22222,,,,,,,,
,,,,,,,,,ENT,61595,61595 TRANSTEMPORAL APPROACH/SKULL,1,22222,,,,,,,,
,,,,,,,,,ENT,61682,61682 INTRACRANIAL VESSEL SURGERY,1,22222,,,,,,,,
,,,,,,,,,ENT,62140,62140 REPAIR OF SKULL DEFECT,1,22222,,,,,,,,
,,,,,,,,,ENT,62165,62165 REMOVE PITUIT TUMOR W/SCOPE,1,22222,,,,,,,,
,,,,,,,,,ENT,64611,64611 CHEMODENERV SALIV GLANDS,1,22222,,,,,,,,
,,,,,,,,,ENT,64616,64616 CHEMODENERV MUSC NECK DYSTON,1,22222,,,,,,,,
,,,,,,,,,ENT,64999,64999 NERVOUS SYSTEM SURGERY,1,22222,,,,,,,,
,,,,,,,,,ENT,66930,66930 EXTRACTION OF LENS,2,22222,,,,,,,,
,,,,,,,,,ENT,66990,66990 OPHTHALMIC ENDOSCOPE ADD-ON,1,22222,,,,,,,,
,,,,,,,,,ENT,69110,69110 REMOVE EXTERNAL EAR PARTIAL,2,22222,,,,,,,,
,,,,,,,,,ENT,69979,69979 TEMPORAL BONE SURGERY,1,22222,,,,,,,,
,,,,,,,,,ENT,95865,95865 MUSCLE TEST LARYNX,4,22222,,,,,,,,
,,,,,,,,,ENT,C1878,C1878 MATRL FOR VOCAL CORD,1,22222,,,,,,,,
,,,,,,,,,ENT,21026,21026 EXCISION OF FACIAL BONE(S),1,22222,,,,,,,,
,,,,,,,,,ENT,61605,61605 RESECT/EXCISE CRANIAL LESION,1,22222,,,,,,,,
,,,,,,,,,GEN,75989,75989 ABSCESS DRAINAGE UNDER X-RAY,1,11111,,,,,,,,
,,,,,,,,,GEN,76700,76700 US EXAM ABDOM COMPLETE,1,11111,,,,,,,,
,,,,,,,,,GEN,10060,10060 DRAINAGE OF SKIN ABSCESS,7,22222,,,,,,,,
,,,,,,,,,GEN,11042,11042 DEB SIJBQ TISSUE 20 SQ CM/<,4,22222,,,,,,,,
,,,,,,,,,GEN,11043,11043 DEB MUSC/FASCIA 20 SQ CM/<,3,22222,,,,,,,,
,,,,,,,,,GEN,11200,11200 REMOVAL OF SKIN TAGS,2,22222,,,,,,,,
,,,,,,,,,GEN,11450,11450 REMOVAL SWEAT GLAND LESION,3,22222,,,,,,,,
,,,,,,,,,GEN,11462,11462 REMOVAL SWEAT GlAND LESION,1,22222,,,,,,,,
,,,,,,,,,GEN,11470,11470 REMOVAL SWEAT GLAND LESION,2,22222,,,,,,,,
,,,,,,,,,GEN,11606,11606 FXC TR-EXT MAL+MARG > 4 CM,5,22222,,,,,,,,
,,,,,,,,,GEN,11770,11770 REMOVE PILONIDAL CYST SIMPLE,7,22222,,,,,,,,
,,,,,,,,,GEN,11771,11771 REMOVE PILONIDAL CYST EXTEN,2,22222,,,,,,,,
,,,,,,,,,GEN,20200,20200 MUSCLE BIOPSY,2,22222,,,,,,,,
,,,,,,,,,GEN,20525,20525 REMOVAL OF FOREIGN BODY,1,22222,,,,,,,,
,,,,,,,,,GEN,21930,21930 LXC BACK LES SC < 3 CM,1,22222,,,,,,,,
,,,,,,,,,GEN,24076,24076 EX ARM/ELBOW TUM DEEP < 5 CM,1,22222,,,,,,,,
,,,,,,,,,GEN,35221,35221 REPAIR BLOOD VESSEL LESION,1,22222,,,,,,,,
,,,,,,,,,GEN,37799,37799 VASCULAR SURGERY PROCEDURE,1,22222,,,,,,,,
,,,,,,,,,GEN,38792,38792 RA TRACER ID OF SENTINL NODE,1,22222,,,,,,,,
,,,,,,,,,GEN,38999,38999 BLOOD/LYMPH SYSTEM PROCEDURE,2,22222,,,,,,,,
,,,,,,,,,GEN,43235,43235 EGO DIAGNOSTIC BRUSH WASH,6,22222,,,,,,,,
,,,,,,,,,GEN,43243,43243 EGD INJECTION VARICES,1,22222,,,,,,,,
,,,,,,,,,GEN,43245,43245 EGD DILATE STRICTURE,1,22222,,,,,,,,
,,,,,,,,,GEN,43245,43245 EGD DILATE STRICTURE,1,22222,,,,,,,,
,,,,,,,,,GEN,43259,43259 EGD US EXAM DUODENUM/JEJUNUM,1,22222,,,,,,,,
,,,,,,,,,GEN,43279,43279 LAP MYOIOMY HELLER,2,22222,,,,,,,,
,,,,,,,,,GEN,49422,49422 REMOVE TUNNELED IP CATH,1,22222,,,,,,,,
,,,,,,,,,GEN,49999,49999 ABDOMEN SURGERY PROCEDURE,1,22222,,,,,,,,
,,,,,,,,,GEN,50715,50715 RELEASE OF URETER,1,22222,,,,,,,,
,,,,,,,,,GEN,55520,55520 REMOVAL OF SPERM CORD LESION,3,22222,,,,,,,,
,,,,,,,,,GEN,44310,44310 ILEOSTOMY/JEJUNOSTOMY,2,22222,,,,,,,,
,,,,,,,,,GI,43235,43235 EGD DIAGNOSTIC BRUSH WASH,3,22222,,,,,,,,
,,,,,,,,,GI,43239,43239 EGD BIOPSY SINGLE/MULTIPLE,1,22222,,,,,,,,
,,,,,,,,,GI,43259,43259 EGD US EXAM DUODENUM/JEJUNUM,2,22222,,,,,,,,
,,,,,,,,,GI,43260,43260 ERCP W/SPECIMEN COLLECTION,3,22222,,,,,,,,
,,,,,,,,,GI,43262,43262 ENDO CHOLANGIOPANCREATOGRAPH,3,22222,,,,,,,,
,,,,,,,,,GI,43274,43274 ERCP DUCT S I ENT PLACEMENT,3,22222,,,,,,,,
,,,,,,,,,GI,43275,43275 ERCP REMOVE FORGN BODY DUG I,2,22222,,,,,,,,
,,,,,,,,,GI,43277,43277 ERCP EA DUCT/AMPULLA DILATE,1,22222,,,,,,,,
,,,,,,,,,GYN,58300,58300 INSERT INTRAUTERINE DEVICE,13,11111,,,,,,,,
,,,,,,,,,GYN,58301,58301 REMOVE INTRAUTERINE DEVICE,3,11111,,,,,,,,
,,,,,,,,,GYN,10060,10060 DRAINAGE OF SKIN ABSCESS,1,22222,,,,,,,,
,,,,,,,,,GYN,11100,11100 BIOPSY SKIN LESION,1,22222,,,,,,,,
,,,,,,,,,GYN,58940,58940 REMOVAL OF OVARY(S),1,22222,,,,,,,,
,,,,,,,,,GYN,51102,51102 DRAIN BL W/CATH INSERTION,2,22222,,,,,,,,
,,,,,,,,,GYN,51715,51715 ENDOSCOPIC INJECTION/IMPLANT,1,22222,,,,,,,,
,,,,,,,,,GYN,51860,51860 REPAIR OF BLADDER WOUND,1,22222,,,,,,,,
,,,,,,,,,NEURO,10140,10140 DRAINAGE OF HEMATOMA/FLUID,1,22222,,,,,,,,
,,,,,,,,,NEURO,20930,20930 SP BONE ALGRFT MORSEL ADD-ON,1,22222,,,,,,,,
,,,,,,,,,NEURO,22015,22015 I&D P-SPINE L/S/LS,1,22222,,,,,,,,
,,,,,,,,,NEURO,22551,22551 NECK SPINE FUSE&REMOV BEL C2,3,22222,,,,,,,,
,,,,,,,,,NEURO,22552,22552 ADDL NECK SPINE FUSION,2,22222,,,,,,,,
,,,,,,,,,NEURO,22845,22845 INSERT SPINE FIXATION DEVICE,1,22222,,,,,,,,
,,,,,,,,,NEURO,61108,61108 DRILL SKULL FOR DRAINAGE,1,22222,,,,,,,,
,,,,,,,,,NEURO,61305,61305 OPEN SKULL FOR EXPLORATION,1,22222,,,,,,,,
,,,,,,,,,NEURO,61312,61312 OPEN SKULL FOR DRAINAGE,1,22222,,,,,,,,
,,,,,,,,,NEURO,61500,61500 REMOVAL OF SKUI L FFSION,2,22222,,,,,,,,
,,,,,,,,,NEURO,61880,61880 REVISE/REMOVE NEUROELEC[RODE,3,22222,,,,,,,,
,,,,,,,,,NEURO,61885,61885 INSRT/REDO NEUROSTIM 1 ARRAY,1,22222,,,,,,,,
,,,,,,,,,NEURO,61886,61886 IMPLANT NEUROSTIM ARRAYS,1,22222,,,,,,,,
,,,,,,,,,NEURO,62223,62223 ESTABLISH BRAIN CAVITY SHUNT,2,22222,,,,,,,,
,,,,,,,,,NEURO,62360,62360 INSERT SPINE INFUSION DEVICE,1,22222,,,,,,,,
,,,,,,,,,NEURO,62362,62362 IMPLANT SPINE INFUSION PUMP,1,22222,,,,,,,,
,,,,,,,,,NEURO,63030,63030 LOW BACK DISK SURGFRY,4,22222,,,,,,,,
,,,,,,,,,NEURO,63075,63075 NECK SPINE DISK SURGFRY,1,22222,,,,,,,,
,,,,,,,,,NEURO,63101,63101 REMOVAL OL VERTEBRAL BODY,1,22222,,,,,,,,
,,,,,,,,,NEURO,63102,63102 REMOVAL OF VERTEBRAL BODY,1,22222,,,,,,,,
,,,,,,,,,NEURO,63655,63655 IMPLANT NEUROELECTRODES,1,22222,,,,,,,,
,,,,,,,,,NEURO,63661,63661 REMOVE SPINE ELTRD PERQ ARAY,1,22222,,,,,,,,
,,,,,,,,,NEURO,63688,63688 REVISE/REMOVE NEURORECEIVER,5,22222,,,,,,,,
,,,,,,,,,NEURO,63741,63741 INSTALL SPINAL SHUNT,1,22222,,,,,,,,
,,,,,,,,,NEURO,66180,66180 AQUEOUS SHUNT EYE W/GRAFT,1,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,68110,REMOVE EYELID LINING LESION,2,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,68510,BIOPSY OF TEAR GLAND,1,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,68720,CREATE TEAR SAC DRAIN,7,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,68811,PROBE NASOLACRIMAL DUCT,2,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,68816,PROBE NL DUCT W/BALLOON,2,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,61330,61330 DECOMPRESS EYE SOCKET,1,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,61332,61332 EXPLORE/BIOPSY EYE SOCKET,1,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,65101,65101 REMOVAL OF EYE,1,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,65105,65105 REMOVE EYE/ATTACH IMPLANT,1,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,65110,65110 REMOVAL OF EYE,1,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,65426,65426 REMOVAL OF EYE LESION,5,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,65779,65779 COVER EYE W/MEMBRANE SUTURE,1,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,65920,65920 REMOVE IMPLANT OF EYE,1,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,66020,66020 INJECTION TREATMENT OF EYE,2,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,66170,66170 GLAUCOMA SURGERY,20,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,66172,66172 INCISION OF EYE,1,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,66179,66179 AQUEOUS SHUNT EYE W/O GRAFT,1,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,66180,66180 AQUEOUS SHUNT EYE W/GRAFT,4,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,66183,66183 INSERT ANT DRAINAGE DEVICE,1,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,66250,66250 FOLLOW-UP SURGERY OF EYE,3,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,66825,66825 REPOSITION INTRAOCULAR LENS,2,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,66840,66840 REMOVAL OF LENS MATERIAL,1,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,66850,66850 REMOVAL OF LENS MATERIAL,1,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,66930,66930 EXTRACTION OF LENS,1,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,66985,66985 INSERT LENS PROSTHESIS,3,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,66999,66999 EYE SURGERY PROCEDURE,3,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,67015,67015 RELEASE OF EYE FLUID,1,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,67028,67028 INJECTION EYE DRUG,1,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,67036,67036 REMOVAL OF INNER EYE FLUID,11,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,67039,67039 LASER TREATMENT OF RETINA,21,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,67040,67040 LASER TREATMENT OF RETINA,5,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,67043,67043 VIT FOR MEMBRANE DISSECT,1,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,67107,67107 REPAIR DETACHED RETINA,1,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,67108,67108 REPAIR DETACHED RETINA,6,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,67113,67113 REPAIR RETINAL DETACH CPLX,9,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,67120,67120 REMOVE EYE IMPLANT MATERIAL,1,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,67121,67121 REMOVE EYE IMPLANT MATERIAL,2,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,67299,67299 EYE SURGERY PROCEDURE,1,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,67400,67400 EXPLORE/BIOPSY EYE SOCKET,2,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,67450,67450 EXPLORE/BIOPSY EYF. SOCKET,1,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,67515,67515 INJECT/TREAT EYE SOCKET,1,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,67912,67912 CORRECTION EYELID W/ IMPLANT,2,22222,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,C1780,LENS INTRAOCULAR,5,22222,,,,,,,,
,,,,,,,,,ORAL,11042,11042 DEB SUBQ TISSUE 20 SQ CM/<,1,22222,,,,,,,,
,,,,,,,,,ORAL,11044,11044 DEB BONE 20 SQ CM/<,2,22222,,,,,,,,
,,,,,,,,,ORAL,11100,11100 BIOPSY SKIN LESION,1,22222,,,,,,,,
,,,,,,,,,ORTHO,27091,REMOVAL OF HIP PROSTHESIS,1,22222,,,,,,,,
,,,,,,,,,ORTHO,27235,TREAT THIGH FRACTURE,1,22222,,,,,,,,
,,,,,,,,,ORTHO,27236,TREAT THIGH FRACTURE,1,22222,,,,,,,,
,,,,,,,,,ORTHO,27245,TREAT THIGH FRACTURE,6,22222,,,,,,,,
,,,,,,,,,ORTHO,27275,MANIPULATION OF HIP JOINT,1,22222,,,,,,,,
,,,,,,,,,ORTHO,27301,DRAIN THIGH/KNEE LESION,1,22222,,,,,,,,
,,,,,,,,,ORTHO,27310,EXPLORATION OF KNEE JOINT,1,22222,,,,,,,,
,,,,,,,,,ORTHO,10140,10140 DRAINAGE OF HEMATOMA/FLUID 1,1,22222,,,,,,,,
,,,,,,,,,ORTHO,10180,10180 COMPLEX DRAINAGE WOUND 2,2,22222,,,,,,,,
,,,,,,,,,ORTHO,11012,11012 DEB SKIN BONE AT FX SITE 1,1,22222,,,,,,,,
,,,,,,,,,ORTHO,11042,11042 DEB SUBQ TISSUE 20 SQ CM/< 3,3,22222,,,,,,,,
,,,,,,,,,ORTHO,11043,11043 DEB MUSC/FASCIA 20 SQ CM/< 4,5,22222,,,,,,,,
,,,,,,,,,ORTHO,11044,11044 DEB BONE 20 SQ CM/<,6,22222,,,,,,,,
,,,,,,,,,ORTHO,11981,11981 INSERT DRUG IMPLANT DEVICE 2,2,22222,,,,,,,,
,,,,,,,,,ORTHO,20680,20680 REMOVAL OF SUPPORT IMPLANT,12,22222,,,,,,,,
,,,,,,,,,ORTHO,20692,20692 APPLY BONF FIXATION DEVICE 3,3,22222,,,,,,,,
,,,,,,,,,ORTHO,20694,20694 REMOVE BONE FIXATION DEVICE 1,1,22222,,,,,,,,
,,,,,,,,,ORTHO,22305,22305 CLOSED TX SPINE PROCESS FX 1,1,22222,,,,,,,,
,,,,,,,,,ORTHO,22840,22840 INSERT SPINE FIXATION DEVICE 4,4,22222,,,,,,,,
,,,,,,,,,ORTHO,22842,22842 INSERT SPINE FIXATION DEVICE 5,6,22222,,,,,,,,
,,,,,,,,,ORTHO,22845,22845 INSERT SPINE FIXATION DEVICE 9,9,22222,,,,,,,,
,,,,,,,,,ORTHO,22846,22846 INSERT SPINE FIXATION DEVICE 1,1,22222,,,,,,,,
,,,,,,,,,ORTHO,22851,22851 APPLY SPINE PROSTH DEVICE 11,12,22222,,,,,,,,
,,,,,,,,,ORTHO,22855,22855 REMOVE SPINE FIXATION DEVICE 1,1,22222,,,,,,,,
,,,,,,,,,ORTHO,23615,23615 TREAT HUMERUS FRACTURE. 4,4,22222,,,,,,,,
,,,,,,,,,ORTHO,24515,24515 TREAT HUMERUS FRACTURE 1,1,22222,,,,,,,,
,,,,,,,,,ORTHO,24575,24575 TREAT HUMERUS FRACTURE 1,1,22222,,,,,,,,
,,,,,,,,,ORTHO,24685,24685 TREAT ULNAR FRACTURE 2,2,22222,,,,,,,,
,,,,,,,,,ORTHO,25025,25025 DECOMPRESS FORARM 2 SPACES 1,1,22222,,,,,,,,
,,,,,,,,,ORTHO,27054,27054 REMOVAI OF HIP JOINT LINING,1,22222,,,,,,,,
,,,,,,,,,ORTHO,27125,27125 PARTIAL HIP REPLACFMFNT,3,22222,,,,,,,,
,,,,,,,,,ORTHO,27245,27245 TREAT THIGH FRAC IFIRE,2,22222,,,,,,,,
,,,,,,,,,ORTHO,27301,27301 DRAIN THIGH/KNEE LESION,1,22222,,,,,,,,
,,,,,,,,,ORTHO,27335,REMOVE KNEE JOINT LINING,1,22222,,,,,,,,
,,,,,,,,,ORTHO,27335,27335 REMOVE KNEE JOINT LINING,1,22222,,,,,,,,
,,,,,,,,,ORTHO,27340,REMOVAL OF KNEECAP BURSA,2,22222,,,,,,,,
,,,,,,,,,ORTHO,27355,REMOVE FEMUR LESION,1,22222,,,,,,,,
,,,,,,,,,ORTHO,27385,REPAIR OF THIGH MUSCLE,2,22222,,,,,,,,
,,,,,,,,,ORTHO,27599,LEG SURGERY PROCEDURE,1,22222,,,,,,,,
,,,,,,,,,ORTHO,27635,27635 REMOVE LOWER LEG BONE LESION 2,2,22222,,,,,,,,
,,,,,,,,,ORTHO,27685,27685 REVISION OF LOWER LEG TENDON 2,2,22222,,,,,,,,
,,,,,,,,,ORTHO,27827,27827 TREAT LOWER LEG FRACTURE,1,22222,,,,,,,,
,,,,,,,,,ORTHO,27829,27829 TREAT LOWER LEG JOINT 3,3,22222,,,,,,,,
,,,,,,,,,ORTHO,27829,27829 TREAT LOWER LEG JOINT,1,22222,,,,,,,,
,,,,,,,,,ORTHO,64718,64718 REVISE ULNAR NERVE AT ELBOW 17,17,22222,,,,,,,,
,,,,,,,,,ORTHO,64719,64719 REVISE ULNAR NERVE AT WRIST 1,1,22222,,,,,,,,
,,,,,,,,,ORTHO,64772,64772 INCISION OF SPINAL NERVE 2,2,22222,,,,,,,,
,,,,,,,,,ORTHO,64831,64831 REPAIR OF DIGIT NERVE 1,1,22222,,,,,,,,
,,,,,,,,,ORTHO,20900,20900 REMOVAL OF BONE FOR GRAFT 2,2,22222,,,,,,,,
,,,,,,,,,ORTHO,20902,20902 REMOVAL. OF BONE FOR GRAFT 1,1,22222,,,,,,,,
,,,,,,,,,ORTHO,24341,24341 REPAIR ARM TENDON/MUSCLE 1,1,22222,,,,,,,,
,,,,,,,,,ORTHO,24342,24342 REPAIR OF RUPTURED TENDON 4,4,22222,,,,,,,,
,,,,,,,,,ORTHO,29105,29105 APPLY LONG ARM SPLINT 1,1,22222,,,,,,,,
,,,,,,,,,ORTHO,29999,29999 ARTHROSCOPY OF JOINT 25,25,22222,,,,,,,,
,,,,,,,,,ORTHO,63081,63081 REMOVAL OF VERTEBRAL BODY 2,1,22222,,,,,,,,
,,,,,,,,,ORTHO,63661,63661 REMOVE SPINE ELTRD PERQ ARAY,1,22222,,,,,,,,
,,,,,,,,,ORTHO,63707,63707 REPAIR SPINAL FLUID LEAKAGE 1,1,22222,,,,,,,,
,,,,,,,,,PLASTIC,10140,10140 DRAINAGE OF HEMATOMA/FI UID,3,22222,,,,,,,,
,,,,,,,,,PLASTIC,11042,11042 DEB SUBQ TISSUE 20 SQ CM/<,1,22222,,,,,,,,
,,,,,,,,,PLASTIC,11043,11043 DEB MUSC/FASCIA 20 SQ CM/<,4,22222,,,,,,,,
,,,,,,,,,PLASTIC,11044,11044 DEB BONE 20 SQ CM/<,2,22222,,,,,,,,
,,,,,,,,,PLASTIC,11200,11200 REMOVAL OF SKIN TAGS,1,22222,,,,,,,,
,,,,,,,,,PLASTIC,11451,11451 REMOVAL SWEAT GLAND LESION,1,22222,,,,,,,,
,,,,,,,,,PLASTIC,11752,11752 REMOVE NAIL BED/FINGER TIP,1,22222,,,,,,,,
,,,,,,,,,PLASTIC,15756,15756 FREE MYO/SKIN FLAP MICROVASC,1,22222,,,,,,,,
,,,,,,,,,PLASTIC,15777,15777 ACELLULAR DERM MATRIX IMPLT,1,22222,,,,,,,,
,,,,,,,,,PLASTIC,20520,20520 REMOVAL OF FOREIGN BODY,7,22222,,,,,,,,
,,,,,,,,,PLASTIC,20550,20550 INJ TENDON SHEATH/LIGAMENT,1,22222,,,,,,,,
,,,,,,,,,PLASTIC,11772,11772 REMOVE PILONIDAL CYST COMPL,2,22222,,,,,,,,
,,,,,,,,,PLASTIC,11971,11971 REMOVE TISSUE EXPANDER(S),1,22222,,,,,,,,
,,,,,,,,,PLASTIC,12034,12034 INTMD WND REPAIR S/TR/EXT,2,22222,,,,,,,,
,,,,,,,,,PLASTIC,12051,12051 INTMD WND REPAIR FACE/MM,1,22222,,,,,,,,
,,,,,,,,,PLASTIC,13132,13132 REPAIR OF WOUND OR LESION,1,22222,,,,,,,,
,,,,,,,,,PLASTIC,15877,15877 SUCTION LIPECTOMY TRUNK,9,22222,,,,,,,,
,,,,,,,,,PLASTIC,20670,20670 REMOVAL OF SUPPORT IMPLANT,1,22222,,,,,,,,
,,,,,,,,,PLASTIC,20680,20680 REMOVAL OF SUPPORT IMPLANT,1,22222,,,,,,,,
,,,,,,,,,PLASTIC,20924,20924 REMOVAL OF TENDON FOR GRAFT,3,22222,,,,,,,,
,,,,,,,,,PLASTIC,20926,20926 REMOVAL OF TISSUE FOR GRAFT,1,22222,,,,,,,,
,,,,,,,,,PLASTIC,21296,21296 REVISION OF JAW MUSCLE/BONE,3,22222,,,,,,,,
,,,,,,,,,PLASTIC,25028,25028 DRAINAGE OF FOREARM LESION,1,22222,,,,,,,,
,,,,,,,,,PLASTIC,36590,36590 REMOVAL TUNNELED CV CATH,1,22222,,,,,,,,
,,,,,,,,,PLASTIC,38500,38500 BIOPSY/REMOVAL LYMPH NODES,1,22222,,,,,,,,
,,,,,,,,,PLASTIC,51860,51860 REPAIR OF BLADDER WOUND,1,22222,,,,,,,,
,,,,,,,,,PLASTIC,57295,57295 CHANGE VAGINAL GRAFT,1,22222,,,,,,,,
,,,,,,,,,PLASTIC,57410,57410 PELVIC EXAMINATION,1,11111,,,,,,,,
,,,,,,,,,PLASTIC,69990,69990 MICROSURGERY ADD-ON,1,22222,,,,,,,,
,,,,,,,,,PLASTIC,97605,97605 NEG PRESS WOUND TX </=50 CM,1,22222,,,,,,,,
,,,,,,,,,PODIATRY,11042,11042 DEB SUBQ TISSUE 20 SQ CM/< 5,7,22222,,,,,,,,
,,,,,,,,,PODIATRY,11043,11043 DEB MUSC/FASCIA 20 SQ CM/< 2,5,22222,,,,,,,,
,,,,,,,,,PODIATRY,20220,20220 BONE BIOPSY TROCAR/NEEDLE 1,1,22222,,,,,,,,
,,,,,,,,,PODIATRY,13160,13160 LATE CLOSURE OF WOUND,3,22222,,,,,,,,
,,,,,,,,,PODIATRY,20680,20680 REMOVAL OF SUPPORT IMPLANT 4,4,22222,,,,,,,,
,,,,,,,,,PODIATRY,20680,20680 REMOVAL OF SUPPORT IMPLANT,2,22222,,,,,,,,
,,,,,,,,,PODIATRY,27620,27620 EXPLORE/TREAT ANKLE JOINT 1,1,22222,,,,,,,,
,,,,,,,,,PODIATRY,27635,27635 REMOVE LOWER LEG BONE LESION 3,3,22222,,,,,,,,
,,,,,,,,,PODIATRY,27658,27658 REPAIR OF LEG TENDON EACH 1,1,22222,,,,,,,,
,,,,,,,,,PODIATRY,27685,27685 REVISION OF LOWER LEG TENDON 3,3,22222,,,,,,,,
,,,,,,,,,PODIATRY,27685,27685 REVISION OF LOWER LEG TENDON,1,22222,,,,,,,,
,,,,,,,,,PODIATRY,27687,27687 REVISION OF CALF TENDON 5,5,22222,,,,,,,,
,,,,,,,,,PODIATRY,27695,27695 REPAIR OF ANKLE LIGAMENT 3,3,22222,,,,,,,,
,,,,,,,,,PODIATRY,27698,27698 REPAIR OF ANKLE LIGAMENT 4,4,22222,,,,,,,,
,,,,,,,,,PODIATRY,28002,28002 TREATMENT OF FOOT INFECTION 2,3,22222,,,,,,,,
,,,,,,,,,PODIATRY,28008,28008 INCISION OF FOOT FASCIA 1,1,22222,,,,,,,,
,,,,,,,,,PODIATRY,28010,28010 INCISION OF TOE TENDON,1,22222,,,,,,,,
,,,,,,,,,PODIATRY,28055,28055 NEURECTOMY FOOT,1,22222,,,,,,,,
,,,,,,,,,PODIATRY,28288,28288 PARTIAL REMOVAL OF FOOT BONF,2,22222,,,,,,,,
,,,,,,,,,THORACIC,20680,20680 REMOVAL OF SUPPORT IMPLANT,1,22222,,,,,,,,
,,,,,,,,,THORACIC,31600,31600 INCISION OF WINDPIPE,4,22222,,,,,,,,
,,,,,,,,,THORACIC,31899,31899 AIRWAYS SURGICAL PROCEDURE,1,22222,,,,,,,,
